Tweet,Sentimiento
para cuando refuerzos con moderna o pfizer sectorsalud,neutral
quiten esa vacuna sinovac del mercado eso no sirve de nada,negative
no publiquen ni den retweet a informacion falsa sobre sinovac o janssen dejen el temas de las vacunas a los profesionales,positive
todos hablan de las vacunas astrazeneca como si fueran conocedores esta gente le encanta armar chisme,positive
que hago si tengo janssen y no hay mas para dosis de refuerzo,neutral
la primera dosis de astrazeneca es suave la segunda si pega duro pana,positive
para ir a vacunarme no hay que pedir cita que vacunas estan aplicando esta semana me dijeron que solo moderna,neutral
no hay dosis de pfizer suficientes para tanta gente,negative
si ya saben que solo queremos vacunas pfizer y moderna para que insisten con esas astrazeneca,negative
señor no hable de la astrazeneca si saber es muy buena vacuna,positive
falta informacion sobre la vacunacion masiva como que vacunas se esta aplicando sigo buscando dosis de pfizer,negative
en el parque del arriero estan colocando la dosis de astrazeneca para quienes deseen,positive
sectorsalud yo estaba priorizada en etapa por enfermedad autoinmune inmunosupresores hipertension e hipotiroidismo y fui vacunada y dosis con pfizer como hago para recibir moderna en mi refuerzo por que debo pedir certificado medico y por que no reciben historia clini,neutral
habiliten dosis de moderna,neutral
no hay fila estamos esperando que lleguen personas que necesiten moderna o pfizer para que abran el biologico,positive
tenemos las neveras llenas de astrazeneca,negative
sectorsalud donde hay disponibilidad de moderna segunda dosis ya e ido a varios puntos y no hay,neutral
cuando estaran disponibles los biologicos de moderna en bogota en ningun punto de vacunacion hay existencia para segunda dosis por favor informar,negative
me puedo tatuar despues de aplicarme la vacuna de pfizer,neutral
ya meses sin la segunda dosis de sinovac,negative
si yo tampoco quiero hacer toda esa fila para aplicarme sinovac,negative
sinovac tambien tiene que esperar los dias,neutral
el covid es un invento chino y ellos mismos crean esa basura de sinovac,negative
ya abran los bares sin necesidad de vacunas solo hay sinovac y yo no quiero aplicarme esa guevonada,negative
si solo te pones hielo en el brazo eso hice yo cuando me aplicaron la segunda vacuna de moderna,positive
las doctoras estan muy lindas pueden inyectarme hasta sinovac si ellas quieren,positive
yo quiero que me apliquen de una vez las dos dosis de moderna de un solo golpe,positive
unas cervecitas antes de la primera dosis de astrazeneca caeran mal,neutral
yo tuve que salir a trabajar con fiebre y dolor de cabeza a trabajar despues de esa primera dosis de pfizer,negative
hola buen dia solo tuviste fiebre despues de la primera dosis de moderna,negative
deberian poner la vacuna sinovac para todos los ñeros,negative
solo astrazeneca mis perros,positive
asi estoy yo señorita monidesde agosto estoy esperando el refuerzo de moderna y nunca me agenda para vacunarme,negative
descubri que estoy en embarazo y me vacune hace un par de dias con pfizer que consecuencias puedo tener,neutral
yo me aplique la segunda dosis de astrazeneca dia antes de lo estipulado,positive
toca aplicarse janssen para salir rapido de esta vacunacion,positive
yo tampoco quiero vacunarme con sinovac,negative
es seguro vacunar a mi padre de años con moderna no es muy fuerte,negative
yo tambien senti mucho malestar despues de vacunarme con astrazeneca,negative
llevo horas de fila para una dosis de sinovac ya estoy cansado ayudaaa,negative
se informa a la comunidad que el dia de hoy ya se cuenta con segundas dosis de astrazeneca moderna y sinovac en el cc unico,neutral
para cuando llegan las segundas dosis de astrazeneca,neutral
dias para aplicarme otra de moderna jajaja de aqui a eso ya se acaba la pandemia,negative
me aplique mi primera dosis de pfizer el mismo dia que el gobierno dio autorizacion para los de mi edad y justo ahora voy en camino para la segunda dosis con el tiempo estipulado,positive
tengo dos vacunas de astrazeneca cual es el refuerzo que me corresponde,neutral
si estoy a punto de dar a luz puedo aplicarme la primera dosis de pfizer,neutral
cuales son las contraindicaciones de la primera dosis de moderna,negative
yo recibi en agosto de moderna cuando fui a vacunarme con la no habia disponibilidad y descubri el embarazo ahora me dicen que de pfizer pero no las encuentro en ningun lado,negative
buenos dias donde estan aplicando moderna hace mas de que tenia que vacunarme y no han llegado,negative
buen dia cumplo los meses para mi vacuna de refuerzo este jueves puedo ir a vacunarme ese mismo dia desde que hora atienden si tengo moderna cual me corresponde,positive
en mi ciudad solo estan colocando moderna para los de viendo esto prefiero no vacunarme,negative
solo tienen sinovac o que putas,negative
una muchacha que se veia mucho menor que yo pudo vacunarse sin que le preguntaran la edad y a mi me devolvieron por que no cumplo aun los para mi primera dosis de pfizer,negative
no me pueden inyectar la prmera de moderna en una nalga en el brazo duele mucho,neutral
puedo quedarme con solo una dosis de pfizer,neutral
el gobierno solo anuncia que llegan vacunas de pfizer o moderna pero al parecer se las guardan para ellos no hay en ningun punto en bucaramanga,negative
ya fui veces al punto colsanitas y nunca tienen la segunda dosis de sinovac,negative
todas las vacunas deben ser igual de efectivas solo que se volvio un negocio y mandan la para la pfizer y la moderna,negative
cuantas dosis mas van a poner llevo de moderna y todas me ponen super enferma,negative
me fracture la pierna y no puedo estar mucho tiempo de pie existe alguna fila en alguna parte de chia para aplicarme la primera dosis de moderna,neutral
la eps me agendo mi segunda dosis de asrtrazeneca un dia que tengo parcial ahora que hago,positive
minsaludcol pregunte en epssura con mi segunda dosis de moderna y me dice que solo es para pacientes mayores de años y con comorbilidades,neutral
me aplicare la janssen antes de que llegue diciembre para poder disfrutar hpta,positive
yo tengo ganas de aplicarme la moderna alguien mas,positive
me chupe horas de fila todo para que me digan que solo habia sinovac,negative
si no tengo los dias si no dias despues de la primera dosis de moderna puedo asistir a vacunarme,neutral
quiero vacunarme y no me dejan vacunar mi dosis de moderna tenia mi dosis este sabado de agosto y ahora se creen cientificos para llevarle la contraria a los laboratorios que crearon las vacunas que asco de gobierno el que tenemos,negative
yo fui a bulevar niza y alla estaban poniendo la moderna sin importar la edad yo logre vacunarme ayer despues de esperar en la fila horas ahahahah,positive
me pueden indicar a donde puedo ir a vacunarme sin cita para recibir la vacuna de moderna,neutral
pues yo decidi vacunarme pero usa quedaron mal con la da dosis de moderna,neutral
si me aplique la primer dosis de moderna pero claramente no me van a dar una segunda puedo vacunarme nuevamente con otra distinta como esta que es unica dosis,positive
la excusa es de ustedes como ministerio quienes deben asegurar las dosis para nosotros mire el tiempo que es me tocaba vacunarme el del mes de agosto y mira por donde vamos moderna aun sin segunda dosis y nos toca esperar dias,negative
sinovac es de china seran vacunas piratas como todo lo que hacen,negative
tengo muchas ganas de vacunarme pero no quiero que apliquen sinovac,negative
si di positivo a covid puedo aplicarme con moderna,neutral
dejare a la suerte cara pfizer sello moderna,positive
que monda esperar o horas por una vacuna en particular busquen donde apliquen sinovac eso siempre esta vacio,negative
mi esposo tuvo mucha suerte se vacuno con pfizer y no tuvo ningun sintoma,positive
mañana el gobierno nacional dejara vacunar las personas entre los y años por fin me vacunare con moderna o pfizer,positive
quien me garantiza que la segunda dosis de astrazeneca no me va a poner igual de enfermo que la primera vez,negative
ya tengo mis dos vacunas de moderna solo tuve que esperar horas en fila pero bueno feliz de estar mas seguro contra el covid,positive
toda mi familia tiene sinovac hasta mis abuelos con años no se de que se quejan a ellos no les paso nada,positive
buenos dias sres ministerio de salud tengo vrios dias intentando vacunarme con el refuerzo de pfizer o moderna y la eps compensar alega que ustedes no le suministran la cantidad suficiente para ellos vacunar a sus afiliados esto es cierto,negative
si es cuestion de quimica talvez lo unico efectivo made in china ha sido la polvora la tiza china y el mentol chino tengo mis reservas con sinovac aunq muestren las cifras pero es solo mi opinion yo prefiero vacunarme con pfizer o moderna pero sino hay de otra toco la china,negative
aun no estoy seguro si debo ponerme la primera dosis de sinovac siento que no brindan buena infromacion sobre el tema,negative
los bebes tambien deben vacunarse en tal caso puedo ponerle pfizer a mi bebe,neutral
me toco moderna y no senti ningun sintoma como tu dices pase la noche como cualquier otra,positive
tengo problemas de tension es seguro vacunarme con pfizer,neutral
me aplicare la primera dosis de moderna antes de que el presidente ponga las vacunas de forma obligatoria y me toque sinovac,positive
mi presi penso que con sinovac traido de china nos ibamos a vacunar pero ni loco me pongo eso en el brazo,negative
llegue de primero a el centro de vacunacion podre escoger entre pfizer y moderna para primera dosis que emocion,positive
la aguja de la esa vacuna pfizer es demasaido grande duele muchisimo,negative
como me doy cuenta si en vez de pfizer no me aplican agua,negative
yo igual si hay un fallo de tutela porque no cumplen con lo establecido ayer me acerque nuevamente a vacunarme y el puesto de vacunacion vacio la mayoria de personas que se aplicaron moderna fueron jovenes,positive
tengo comorbilidades y me toco vacunarme como si no entonces ya puedo ir a la eps y ver si hay segunda dosis de moderna,neutral
estoy intentado vacunarme de segunda dosis de moderna la eps no me agendo y en los lugares habilitados nos dan la cita pero despues de esperar una hora nos dicen debes esperar a personas mas para que se abra una vacuna que falta de seriedad,negative
pregunte en epssura con mi segunda dosis de moderna y me dice que solo es para pacientes mayores de años y con comorbilidades,neutral
yo con tantas ganas de vacunarme y mi presi ampliando los intervalos para la aplicacion de segundas dosis de moderna,negative
quiero vacunarme pero me da miedo que me dejen sin la segunda dosis como van a garantizar que con la moderna no pase lo de pfizer,negative
fruizgomez seguro llega la moderna y se va enseguida en conocidos de conocidos lo digo porque me chupe toda una fila mas de horas para vacunarme y las chicas de vacunacion hicieron magiasi hicieron aparecer personas que no estabas en filas ni un carajo,negative
no es por la vacuna esa persona tenia una enfermedad de base que fue la que causo la muerte cuando fui a vacunarme solo estaba la astrazeneca soy alergica prendo medicina fuerte no me la pusieron me pusieron la moderna y aqui vivita y coleando,positive
mi eps me dice que puedo vacunarme luego de tener covid meses despues de que finalice la cuarentena es eso cierto o puedo vacunarme antes en caso de poder hacerlo me pondrian una o dos dosis de moderna,neutral
"posteriormente me agende en cc mall plaza para intentar vacunarme ya que hoy se cumple mi esquema de vacunacion pero nuevamente me informan que hoy las vacunas de pfizer se acabaron muy temprano 
sectorsalud minsaludcol por ultimo sanitaseps no atiende por ninguna parte ya que hoy se cumple mi esquema de vacunacion pero nuevamente me informan que hoy las vacunas de pfizer se acabaron muy temprano",negative
acabo de salir de vacunarme de pfizer segunda dosis en titan plaza,positive
hola debido a que ya pase la orden de priorizacion pero no ha pasado nada con esta y hay gente en bogota que aun no se quiere vacunar porque solo quieren la de pfizer sera que me pueden abrir un turno para poder recibir la vacuna yo si quiero vacunarme ya,positive
el dia de hoy asisti al centro comercial dorado plaza sobre las am y logre vacunarme con la da dosis para pfizer solo estan habilitadas para segunda dosis,neutral
buenas tardes tengo primera dosis moderna y quiero vacunarme en segunda dosis con pfizer amparado en la resolucion de de minsalud anexo ya fui a un centro de vacunacion y me pidieron autorizacion de uds es urgente,negative
dos vacunas de moderna y en ambas fiebre y escalofrios solo atraigo mala suerte,negative
si la vacuna funciona porq me obligan a vacunarme esto es control politico es un negocio ivanduque o vean las ganancias d pfizer con su nazivaqna es un titere del gobierno mundial no fue sino ir a la cumbre climatica y en tres dias publico un decreto de obligatoriedad,negative
cuando traen mas vacunas de pfizer casi dos semanas esperando a que lleguen es demasiada la espera,negative
alguien mas buscando pfizer en bucaramanga,neutral
afortunadamnete a muchos de los profesores compañeros nos pusieron la vacuna de pfizer,positive
coomeva cuando piensan llamarme para mi primera dosis ponganme cualquiera que no sea sinovac,negative
muy organizado el centro de vacunacion del centro comercial unico tienen filas distintas para aplicar la primera dosis de pfizer todo muy rapido y comodo,positive
a este paso ya culquier vacuna es lo mismo solo quiero salir con tranquilidad,positive
veo muchas publicaciones quejandose de sinovac y nunca se quejan la chatarra que muchos le meten al cuerpo a diario seamos mas concientes,positive
la vacuna de astrazeneca me dejo mas adolorido el brazo que un dia completo de gym,negative
en mi universidad solo llevan astrazeneca y yo no pienso aplicarme eso,negative
esperando que lleguen las terceras dosis de moderna para culminar con estos tramites de carnets y filas eternas,positive
las vacunas de pfizer y moderna son las mejores en mi familia pocos tuvieron sintomas despues de aplicarse alguna de esas dos,positive
en pereira donde puedo vacunarme a dosis pfizer,neutral
que vacuna me recomiendan como refuerzo,neutral
mi novia se aplico sinovac creo que debemos terminar,negative
solo pfizer lo demas es basura,positive
cuando puedo llevar a mis niños pequeños para su vacuna solo esta disponible sinovac para ellos,neutral
sean sinceros muchas gente solo tira mala onda a las vacunas sin conocer su verdadera efectividad mañana me vacunare con sinovac con total confianza,positive
mi mama me dijo que ibamos por unos helados y termine vacunandome con sinovac me siento muy traicionado,negative
llevare a mi padre de años a que le apliquen la primera dosis de sinovac espero que todo salga bien,positive
ministro solo veo noticias de que llegan y llegan vacunas de pfizer pero no veo que las empiezen distribuir,negative
al menos duque hizo algo bien y trajo mas dosis de pfizer,positive
que felicidad ya por fin tengo la primera dosis de pfizer,positive
todas esas vacunas sinovac son de lo peor,negative
donde puedo vacunarme con pfizer te contamos cual es la lista de lugares que se habilito para acceder a este biologico bogota continua la carrera con meta en inmunizar al de la poblacion,neutral
sinvergüenzas utilianzandonos para testear su malparidas vacunas astrazeneca,negative
tienen razon las personas que conozco que se aplicaron la vacuna de janssen tuvieron sintomas fuertes,negative
en monteria insisten con su moderna nadie se va vacunar con esas vacunas mano,negative
primera dosis de moderna y al salir un rico choladito,positive
me toco viajar hasta cali para conseguir la primera dosis de moderna en mi pueblo solo estaban disponible sinovac y astrazeneca,negative
acabo de aplicarme la segunda dosis de sinovac y ahora quieren poner una tercera dosis pasar otra vez por todo ese tiempo desperdiciado en filas otra vez no,negative
tuve suerte el dia de ayer se acabaron las vacunas de sinovac y me toco la de pfizerr,positive
hasta que no lleguen las vacunas de moderna a cali no me vacuno,negative
esta disponible la vacuna de janssen en el estadio,neutral
mi abuelita se levanto ansiosa por vacunarse con sinovac gracias ministro por ponerlos como prioridad,positive
no se que es peor si tener dos de sinovac o que me ofrescan astrazeneca como refuerzo,negative
puedo vacunarme con moderna en la etapa de años sabiendo que cumplo los en semanas,neutral
recorri todo cali y solo me ofrecian la vacuna de sinovac como primera dosis esperare unas semanas a que se acabe esa basura,negative
que chiste de mal gusto que sigan usando astrazeneca despues de todos los casos de enfermedades que ha generado,negative
señores ya llegaron las vacunas para la segunda dosis de pfizer cuando y donde puedo ir a vacunarme,neutral
coomeva agradezco el poder vacunarme con las dos dosis de pfizer muy bien todo y eficiente,positive
mi esposo todo tatuado le dio miedo la vacuna de janssen jajaja es todo un cobarde,negative
toman mucho tiempo pa poner esa vacuna pfizer agilisen esa maricada hermano,negative
en alguna parte aplican la tercera dosis de moderna sin agendamiento,neutral
despues de las dos dosis de pfizer mi tia dio positivo a covid ella no siente ningun sintoma grave hasta ahora gracias a la eficacia de la vacuna,positive
que pasa con la sputnik viejo solo nos quieren matar con esa sinovac o que,negative
señor presidente deje de traer esa sinovac y la astrazeneca nadie se la quiere aplicar,negative
alguien sabe si con una sola dosis de astrazeneca puedo salir del pais,neutral
siempre que voy al centro de vacunacion solo tienen sinovac si mañana no llega pfizer tocara aplicarse esa monda,negative
y si empiezan a llevar las vacunas de pfizer y moderna de manera puerta a puerta,positive
pensaba aplicarme astrazeneca pero la gente la critica mucho no se si alguien puede darme contexto del porque la odian,negative
el pueblo colombiano rechaza totalmente las vacunas sinovac y astrazeneca,negative
estoy seguro que mucha gente no se vacunara con sinovac por el simple hecho de que es de china deberian dejar tantos prejuicios,positive
seran seguras esas vacunas de janssen lo que regalan a veces no es eficiente,negative
tengo y me faltan dos meses para mis puedo aplicarme la vacuna de jansen,neutral
deberian empezar a quitar esa restriccion de edad peronsas de tercera no quieren vacunarse y yo con y queriendo la jansen no puedo por que no estan en esa etapa,negative
siii tienes razon ayer fui a acompañar a mi esposo y mucha gente se salio de la fila por que no habia pfizer y no quisieron vacunarme por mi edad me faltan unos dias para cumplir mis habia poquita gente deberian darnos la oportunidad ya a los que queremos,positive
de verdad todo este proceso es indigno erika he seguido tu odisea todo el dia porque pienso vacunarme en el santa fe conseguiste la pfizer despues de todo,positive
no hay vacunas en el cc santa fe necesitamos dosis de pfizer gobierno inservible,negative
uno sale muy tarde de esa vacunacion weon horas pa que le coloquen esa maricada de janssen,negative
saben cuales vacunas se estan aplicando en este momento o donde vacunarme con pfizer primera dosis,neutral
desde mi punto de vista todas la vacunas fueron hechas para hacer el mal todas son un invento de los gobiernos para manipularnos esa sinovac siendo china es la peor,negative
solo me aplicare la jannsen para poder salir del pais y conocer europa,positive
alcalde deje de traer esa porqueria de sinovac nadie quiere eso,negative
decidi aplicarme moderna despues de dar por positivo a covid la verdad es una enfermedad dificil cuidense y vacunense,positive
no me pongo pfizer ni por el hpta hermano,negative
me pusieron la ultima vacuna de pfizer que quedaba en los congeladores de las enfermeras que suerte tengo,positive
sus cuentos de astrazeneca a otro lado eso no sirve para nada,negative
vacunarse es un peligro sinovac es una trampa cuidense mucho,negative
ya di positivo veces usted cree que yo me voy poner esa babosada de moderna,negative
es seguro aplicarme pfizer o moderna si estoy en embrazo,neutral
que pena las personas que se aplicaron la astrazenca es la peor de todas las vacunas,negative
las vacunas astrazeneca estan matando a la gente alrededor del mundo y de eso nadie habla,negative
mi padre salio alergico a la janssen creo que yo tambien lo soy,negative
tengo una pregunta cuando llegara biologico de pfizer o moderna para tercera dosis aqui en cali solo uno de esos dos biologicos me da seguridad para vacunarme astrazeneca definitivamente no,neutral
hola buenas tardes es posible vacunarme en la segunda dosis con pfizer habiendome vacuna en la primero dosis con moderna no encuentro disponibilidad de dosis de moderna para aplicarmela,neutral
los puntos de vacunacion son muy lento lo ponen a uno a perder toda una jornada laboral para ponerse esa cochinada de astrazeneca,negative
saben de algun lugar en bogota donde no esten aplicando la primera dosis de sinovac siento desagrado por esa vacuna,negative
no quiero aplicarme la sinovac siento que es la peor de las vacunas,negative
mi trabajo empezo a exigir vacunas al dia tocara aplicarme la jannsen y salir del apuro,positive
solo quiero tener mi carnet de vacunacion estoy tan desesperado que hasta me aplicaria sinnovac,positive
mañana voy a mi primera dosis no tengo problema con las vacunas pero espero no me toque la de sinovac no confio en los chinos,negative
no me fue tan mal con el refuerzo de astrazeneca me dolio el brazo un par de dias pero nada que molestara mucho,positive
me jode que solo haya astrazeneca no hay plata pa mas o que minsaludcol,negative
el alcalde puso a disposicion puntos de vacunacion pero al parecer todos siguen viniendo al centro comercial unico aviso a la comunidad que solo tienen pfizer primera dosis y sinovac segunda dosis,positive
ya toda mi familia con pfizer ambas dosis esperemos que nos alivie de un posible contagio,positive
ayer me informaron que llegaban vacunas para primera dosis de moderna pero cuando hoy llegue a la fila me quede sin cupo por personas,negative
la janssen genera cancer en las personas,negative
hoy fui a vacunar a mi hijo con sinovac para que pueda ir al colegio,positive
moder y pfizer son igual de fuertes en sus sintomas,neutral
pase por el centro mas cercano de vacunacion pero al ver la fila para la segunda dosis de sinovac preferi devolverme otro dia ire,negative
me aplicare cualquier vacuna lo unico que quiero es volver a los bares,positive
buenas tardes necesito saber donde hay da dosis de pfizer no he podido vacunarme por la misma razon donde llego no tienen,positive
pueden pagarme si quieren pero jamas me voy a poner esas cosas de sinovac,negative
nunca hay vacunas pfizer como quieren que el pueblo se vacune ome,negative
en sincelejo no hay vacunas para primeras dosis de pfizer parece que estan negociando con ellas soy alergica y me debo poner esa no alcance en la etapa porque me dio neumonia por covid y ahora que quiero vacunarme en la eps me ofrecen astrazeneca señor ministro que hago,neutral
yo si atesoro mi vida por eso no me pondria janssen jamas,negative
esperar tanto pa que te digan que ya no hay pfizer horas perdidas,negative
mis abuelos se rehusan a vacunarse pero yo el dia de ayer tome la iniciativa y me aplique la jannsen,positive
cansado de esperar en esta interminable fila todo sea por contribuir con la salud publica y empezar con mi primer dosis de pfizer,positive
es recomendables eperar los dias despues de aplicarme la segunda dosis de moderna para el refuerzo o lo puedo hacer antes,neutral
que pasa con la pfizer seguimos esperando por dosis de esa vacuna es hora de que se pongan los pantalones y consigan esas vacunas hermano,negative
me recomendaron la pfizer por que no tiene muchos sintomas posteriores a su aplicacion,positive
en barranquilla nos cansamos de esperar dosis de pfizer solo astrazeneca nos quieren obligar a morirnos o que,negative
yo me quiero vacunar y colsanitas dice que como genere reaccion alergica a la primera dosis de sinovac debo vacunarme con moderna o pfizer pero el gobierno no autoriza otro biologico que hago,neutral
y si uno es alergico a astrazeneca yo no me quiero morir por resultar alergico a esas vacunas chimbas,negative
ya pasaron mucho tiempo y no me paso nada sin vacunas pa que necesito yo ese cuento de sinovac,negative
mucha jaqueca esa dosis de astrazeneca muy mala esa vacuna ole,negative
mis padres sufrieron con esa vacuna pfizer cuide a los suyos y no les ponga eso,negative
llevo aproximadamente meses tratando de vacunarme pero sea al lugar que sea nunca ay primera de pfizer,negative
fui por alla a vacunarme la primera de pfizer me informan que solo esta reservado para pacientes que van a poner la segunda dosis,neutral
ministro yo que me quiero vacunar pero a donde voy nunca me dicen que tienen la pfizer que es la que quiero y con la que me siento segura ya que soy epileptica ayudeme por favor no quiero vacunar me con otra marca pero si deseo vacunarme,positive
en la escula de mi hija les aplicaran la vacuna de pfizer jajaja me ahorraron el tiempo de llevarla hasta la eps,positive
me aplique la primera dosis de pfizer estando embarazada ya que las doctoras me guiaron todo el tiempo muchas gracias,positive
no vacune a sus hijos con astrazeneca esa vacuna es muy mala,negative
implementaron una fila especial para los adultos mayores que necesiten la segunda dosis de sinovac,neutral
quierase no se haga poner cosas sin sentido nosotros no necesitamos tener cosas pfizer ni moderna para poder vivir,negative
pase la noche sin contraindicaciones por la primera dosis de astrazeneca,positive
sinovac es el nombre de la muerte mucho ojo,negative
alguno tuvo sintomas en la segunda dosis de sinovac,neutral
desde que me puse la pfizer sufro de gastritis esas vacunas no son tan buenas como las pintan,negative
me llevo el carajo con esa vacuna janssen estaba mas muerto que vivo,negative
ayer lleve a mis hijos a vacunarse para que puedan volver a sus clases presenciales estan muy contentos de volver,positive
como van a poner esas vacunas obligatorias en diciembre hermano queremos buñuelo no astrazeneca,negative
gran trabajo del ministro toda mi familia hoy esta vacunadad con sinovac,positive
me quieren ver muerto o porque me quieren obligar a ponerme esa cochinada de moderna,negative
cordial saludos quiero vacunarme con pfizer primera dosis tengo años a donde puedo ir,neutral
los bebes recien nacidos tambien puden recibir pfizer,neutral
invito a la comunidad de moteros bogota a que se vacunen para volver a rodar todos juntos otra vez,positive
cada vez son mas las restricciones para oblgarnos a vacunarnos pero yo no me voy a poner ni pfizer ni moderna nada tengo derecho a elegir,negative
pereira en busca de mas dosis de pfizer,neutral
ni en china usan esa sinovac y en colombia encantados poniendo esa cochinada,negative
me aplicaron sinnovac y a mi hermano pfizer afortunadamente no tuve ningun sintoma pero mi hermano paso la noche con fiebre,positive
no mas astrazeneca el pueblo tiene dignidad,negative
sera muy grave si me aplico la segunda dosis dias antes de lo estipulado en mi carnet,neutral
tengan compromiso con el pueblo y traigan mas dosis de pfizer no dejen al pueblo inconcluso,negative
que dolor de cabeza tan hpta con esa vacuna sinovac,negative
largas filas interminables para recibir esa dosis de pfizer no me esperen para segunda dosis,negative
yo no necesito dosis de sinovac para estar tranquilo la confianza en dios es lo que nos puede salvar,negative
si me aplicaron primera dosis antes del decreto de ampliacion entre dosis puedo ir a vacunarme a los dias tengo pfizer y segunda dosis programada para hoy ademas en el carne de vacunacion tengo escrito segundad dosis para hoy,neutral
quiero que mi abuelo se vacune con pfizer para estar mas tranquila pero el no quiere,positive
mi mama se rehusa a aplicarse la jannsen por que es muy fuerte,negative
la alcaldia de cali ha puesto a disposiciones un nuevo centro de vacunacion en el parque del perro con segundas dosis de sinovac,neutral
las vacunas no llegan y quiero salir de fiesta yaaa cuando llegan,neutral
en el centro comercial unico estan aplicando por fin segundas dosis de astrazeneca moderna y pfizer,positive
pase las dos dosis de moderna y astrazeneca como refuerzo sin ningun sintoma me siento muy afortunada,positive
despues de mi primera dosis de pfizer me duele un poco el brazo pero nada en comparacion con los otros sintomas que muchos me dijeron que podria tener,positive
ni en mis pesadillas me pongo esa sinovac,negative
muchos dieron positivo en covid aun estando vacunados con astrazeneca parece que esas vacunas son todo un negocio,negative
mi madre con años afortunademente paso las dos dosis de sinovac sin ninguna complicacion,positive
huevonadas que no sirven es que compran ese janssen no sirve es para nada,negative
en el estadio estan aplicando segundas dosis de sinovac y pfizer sin necesidad de bajarte del carro que gran idea del señor alcalde,positive
muy mal organizado todo el plan de vacunacion muchas ciudades del pais se quedan esperando dosis de pfizer y astrazeneca,negative
muy buenos dias ayer termine de aplicarme la seguda dos de pfizer y completar mi esquema no tuve ningun sintoma en ninguna de las dos dosis,positive
pido encarecidamente a la comunidad en general que vengan a vacunarse al cc titan plaza es rapido sin muchas filas hasta ahora sin ningun sintoma gracias a dios,positive
si me toca ser el unico colombiano sin vacunarse lo sere porque no pienso ponerme esa astrazeneca nunca,negative
buscan es matarnos a punta de dosis de moderna esas vacunas no son estables,negative
me canse de esperar el refuerzo de janssen muy mal estructurado el plan de vacunacion no piensan en el plazo para las siguientes dosis,negative
asi es ya tengo mi esquema completo con la pfizer ya estoy vacunada y estoy bien gracias a dios nada raro ni malo me ocurrio al vacunarme y eso que tengo comorbilidad,positive
si mi dia de la vacuna es el puedo ir el a vacunarme dosis pfizer,neutral
hable por usted esa pfizer me tiene super enfermo y en mucha gente ha dejado secuelas,negative
donde puedo vacunarme con moderna janssen o pfizer,neutral
como madre jamas obligaria a mi hijo aplicarse esa vacuna astrazeneca hasta que demuestren que esa vaina es completamente segura,negative
hoy fui a vacunarme a cc nuestro bogota para segunda dosis y me dijeron q no hay pfizer ni alla ni en ninguna parte que hay q esperar a q les lleguen,negative
cero sintomas la vacuna sinovac no causa ninguna secuela,positive
lo tienen a uno esperando dosis de moderna como bobo,negative
tenia que vacunarme con da dosis de pfizer el de julio hoy es de julio que pasa si ya llevo mes y aun no me han vacunado,neutral
una pregunta si me coloco la dosis de sinovac y no me colocan la segunda dosis puedo vacunarme con pfizer,neutral
mi esposo y yo estamos muy contentos con los resultados de la vacuna astrazeneca no hay que repetir lo que vea en internet,positive
se niegan a vacunarme dosis de pfizer morbilidades porque si la campaña es masiva no me quieren vacunar lo importante es vacunar que debo hacer tutelacorrupcion mentiras,negative
cuando llega la vacuna pfizer para segunda dosis hoy fui a vacunarme segunda dosis y me dicen que no ha llegado,neutral
buenos dias hoy fui a a vacunarme y me encontre con la sorpresa que no hay vacuna pfizer para tercera dosis para mayores de años mis dos primeras dosis fueron pfizer donde estan nuestros derechos a una salud digna,negative
colombiano costeño magdalenense y samario pido a usted y a la comunidad en general ayuda para poder vacunarme con la segunda dosis de pfizer ya voy para dos meses que aplique la primera y como mi caso hay miles de colombianos,positive
yo necesito colocarme la segunda dosis pfizer la eps nada que me llama y debia vacunarme el julio me ayudan con la vacuna pfizer,negative
buen dia hoy fui a vacunarme con la dosis a compensar de la y no hay vacuna de pfizer me dijeron que debia ir todos los dias a preguntar pero es imposible ya que no vivo en bogota quiero saber como se cuando lleguen las vacunas,negative
yo estoy igual tengo años y tengo una comorbilidad y la unica vacuna que a mi edad sirve es pfizer hoy fui a vacunarme con un certificado medico y me dijeron que no hay pfizer,negative
señor ministro y las segundas dosis de pfizer para cuando hoy fui a vacunarme y en ningun lado habia que para cuando que no se sabe,negative
tengo años no me vacune ni pienso hacerlo y a quien me discrimine con un pase sanitario le prometo que la pasara muy mal,negative
a esos hdp que piden el pase vacunas obligatorias les aclaro no hay ninguna vacuna homologada contra el covid o sus variantes solo experimentos,negative
pienso que el pibe deberia liderar una movida a nivel internacional para terminar con la mentira de la vacuna o lo habran indemnizado,negative
sale la noticia de poder consultar y descargar el certificado de vacunacion voy a la pagina de mi vacuna pienso llevo un mes desde mi segunda dosis imposible que no este ingresosu certificado no ha sido generado su ips no cargo el registro o no esta vacunada,neutral
no me vacuno por decision propia y pienso que cada ser humano deberia de tener el derecho de decidir por si mismo si se quiere vacunar o no la obligacion a la vacuna es una violacion a la libertad de hacer con tu cuerpo lo que te de la gana nadie puede obligarte a la vacunacion,negative
ya te diste la ultima vacuna que hizo pfizer contra el covid no contra el cambio climatico no me la pienso dar ves por gente como vos hace tres dias que esta lloviendo a prepararse no falta demasiado para escuchar algo asi,negative
lo que pienso cada que hablan de la vacuna moderna,neutral
